"MapoticID";"Longitude";"Latitude";"Name";"Category";"Rating";"Image URL";"Import ID";"Description";"Address";"Web";"E-mail";"Phone number";"Description";"Refreshment";"Diving";"Entrance";"Accessibility/parking";"Link";"Nudist beach";"Video";"Dog swimming"
"205493";"13.372561";"49.443111";"Měcholupský koupaliště";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205493/9a95ff2a-5220-4c85-967a-e6d69e6d5475.jpg";"swimplaces:2811";"";"";"";"";"";"Přírodní kopaliště hned vedle malé hřiště pro děti jeden bazén";"Restaurant on site";"Suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205494";"13.265308";"49.401581";"Klatovské koupaliště";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205494/c23bae48-0f28-43de-8a14-e9779b667da7.jpg";"swimplaces:2812";"";"";"";"";"";"Dobrá voda poblíž velký krytý plavecký bazén";"Restaurant on site";"Suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205495";"16.127247";"50.270741";"Koupaliště Broumar Opočno ";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205495/c5b0a675-070c-4963-9c24-bf4cf236432e.jpg";"swimplaces:2813";"";"";"";"";"";"Super koupání";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205496";"14.999651";"49.516411";"Koupaliště Bratřice  ";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205496/43148c38-c145-4754-9b4a-7d7c3aa88ac3.jpg";"swimplaces:2814";"";"";"";"";"";"Skvělé koupání na celý den";"Restaurant on site";"Suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205497";"16.072136";"49.676395";"Rybník Řásnik";"Lake (pond)";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205497/2b98d6f3-4a9a-40b0-9ab5-1c74c37d9f3f.jpg";"swimplaces:2815";"";"";"";"";"";"Je tam krásné okolí kolem rybníka a voda je teplá.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205501";"16.810654";"49.470573";"Protivanovský rybník ";"Lake (pond)";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205501/08ef9ff1-1f02-4dcd-a315-50f505861c20.jpg";"swimplaces:2819";"";"";"";"";"";"Teplá voda. Vhodné pro plavce. U lesa. Parkovat lze na místě.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205503";"13.602913";"49.608509";"Dolinka";"Lake (pond)";"1.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205503/c8e029ee-92ce-414d-b8e8-abf947b148b5.jpg";"swimplaces:2821";"";"";"";"";"";"Je tam voda a skokanský můstek.";"No restaurant";"Suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205504";"15.967943";"49.549618";"Krejdský rybník";"Lake (pond)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205504/c125c41c-a2ba-4b97-beb6-5aadbd77de64.jpg";"swimplaces:2822";"";"";"";"";"";"Dobrý přístup, po kraji rybníka je kamení";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205505";"14.635773";"48.845394";"Lom";"Quarry";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205505/c59a19e3-bc5c-45a7-b11a-b63a128c61b8.jpg";"swimplaces:2823";"";"";"";"";"";"Super čistá voda,da se skakat ze skal.";"No restaurant";"Suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205506";"14.684238";"49.784153";"Bazén Dukelská Benešov";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205506/ba5c49a0-dd98-432e-a155-8b4e66775bbf.jpg";"swimplaces:2824";"";"";"";"";"";"Otevřený bazén, renovovaný, čisté šatny, sprchy i záchody. S občerstvením.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205507";"18.153423";"49.58709";"Kopřivnice koupaliště ";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205507/12449df7-95d8-4ba0-bd13-7c9f6134653a.jpg";"swimplaces:2825";"";"";"";"";"";"Čistá voda,tobogán";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205508";"16.159088";"50.425259";"Koupaliště na plhově";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205508/81d454a2-3ee3-48be-b00b-306210821fcc.jpg";"swimplaces:2826";"";"";"";"";"";"Super voda";"Restaurant on site";"Suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205509";"14.048902";"50.515347";"Ústí nad Labem ";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205509/95424b8f-a140-4dd9-9a20-af0b19b25454.jpg";"swimplaces:2827";"";"";"";"";"";"Krásné místo pro koupání!!! Hned jsem se zabavil :-)";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205510";"17.317135";"48.961079";"Pískovna";"Sand quarry";"2.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205510/9360dbc3-200b-435d-abee-2bd2746b6720.jpg";"swimplaces:2828";"";"";"";"";"";"Dobrá voda na rybaření";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205511";"17.1905994";"50.3601101";"Kaolínka";"Quarry";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205511/07294924-dbb6-4a7d-8245-c67618f73fb4.jpg";"swimplaces:2829";"";"";"";"";"";"Bývalý kaolínový lom u Vidnavy";"No restaurant";"Not suitable for diving";"No entrance fee";"1000 m";"";"Not suitable for nudists";"";""
"205512";"-90.0264788";"30.7032833";"white sands lake";"Quarry";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205512/1ef2627d-30b0-4c0a-b5f9-65adae74ca7b.jpg";"swimplaces:2830";"";"";"";"";"";"quarry with white sand beach, inflatable toys, boats, etc. day use only";"Restaurant on site";"Suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205513";"15.744829";"49.643814";"Rybník ";"Lake (pond)";"1.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205513/9a023cf7-f66d-4811-83dd-34b21d56fb4e.jpg";"swimplaces:2831";"";"";"";"";"";"Špinavá voda, hodně ryb, hodně bahna";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205514";"19.986248";"50.034702";"Pískovna";"Sand quarry";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205514/548631d0-fa00-496e-b681-3981375e3789.jpg";"swimplaces:2832";"";"";"";"";"";"+ vodní lyžování";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205515";"11.233605";"48.190296";"Pucher Meer";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205515/a2cacebb-93d5-487d-8c82-3d869ea3b489.jpg";"swimplaces:2833";"";"";"";"";"";"Čistá voda!";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205516";"15.718429";"49.645641";"Super rybník";"Lake (pond)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205516/4edcabdf-94cc-41c4-a4f3-fb0c74b5bfa2.jpg";"swimplaces:2834";"";"";"";"";"";"Super voda<br />
Trochu ryb";"No restaurant";"Suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205517";"18.327296";"49.872646";"heřmanický rybník";"Lake (pond)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205517/f1cb922e-7d77-4d6b-b858-497dd3d463dc.jpg";"swimplaces:2835";"";"";"";"";"";"Místo spíše pro rybáře, kde jsou chatky na kůlech";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"205518";"16.940208";"42.915852";"Zavalatica";"Sea";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205518/5ad01d7b-37b8-4962-8f93-ff9866097d17.jpg";"swimplaces:2836";"";"";"";"";"";"písek";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"205519";"1.40625";"-76.8408164";"jižníí pól";"Other";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205519/443ebdb3-c4e1-44a1-b38e-1e9de9ff010e.jpg";"swimplaces:2837";"";"";"";"";"";"Chcípni tu na podchlazení.";"No restaurant";"Suitable for diving";"No entrance fee";"1000 m +";"";"Suitable for nudists";"";""
"205520";"4.535315";"43.9473808";"Pont du Gard";"River (stream)";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205520/9c575207-55a8-413a-8817-c66499a90286.jpg";"swimplaces:2838";"";"";"";"";"";"Pont du Gard je most přes řeku Gard, který je součástí antického akvaduktu, jenž napájel nedaleké město Nimes. Koryto řeky Gard je zde vyhledávaným místem pro koupání, ze skalnatých břehů lze i skákat do vody.";"No restaurant";"Not suitable for diving";"No entrance fee";"500 m";"";"Not suitable for nudists";"";""
"205521";"16.223747";"49.109421";"Lhánice ";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205521/54fb16a8-c2f7-4780-8a8f-9e0a1394ac45.jpg";"swimplaces:2839";"";"";"";"";"";"Super voda, požární nádrž";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205522";"13.7284899";"49.1961481";"Strašice koupaliště";"Swimming pool";"3.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205522/7a3dad17-218e-48ed-82c4-71bb10f13a40.jpg";"swimplaces:2840";"";"";"";"";"";"Krásné, čisté, veliké, hluboké koupaliště kde je krásně osvěžující studená voda i v létě.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205523";"13.786459";"49.972928";"Ostrovy pod Týřovem";"River (stream)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205523/019f98e0-41bd-468d-914d-c70a535b6c50.jpg";"swimplaces:2841";"";"";"";"";"";"Ostrovy pod Týřovem";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"205524";"17.023426";"49.064545";"Koupaliste zdanice";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205524/ae34e007-99ff-4f59-8138-c6018563884e.jpg";"swimplaces:2842";"";"";"";"";"";"Koupak";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205525";"16.6033244";"49.2896773";"Babí doly";"Lake (pond)";"2.3333333333333335";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205525/20220515_164721.jpg";"swimplaces:2843";"";"";"";"";"";"Malý rybník s relativně dobrým přístupem do vody.";"No restaurant";"Not suitable for diving";"No entrance fee";"250 m";"";"Not suitable for nudists";"";""
"205526";"16.6356558";"49.2695582";"Lesní nádrž v Melatíně";"Lake (pond)";"2.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205526/e0a2ec9f-6953-48a4-a32b-647d1828e5b5.jpg";"swimplaces:2844";"";"";"";"";"";"Malý rybník spíše na osvěžení v parném létě. Je schovaný v lese a v údolí, tak je v něm voda chladnější.";"No restaurant";"Not suitable for diving";"No entrance fee";"1000 m +";"";"Not suitable for nudists";"";""
"205527";"14.1546822";"50.513099";"Terezín";"River (stream)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205527/718924c7-c630-463f-b1e8-013a0979079a.jpg";"swimplaces:2845";"";"";"";"";"";"písečný ostrůvek uprostřed řeky Ohře";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205528";"14.2207289";"49.192965";"Malý splav";"River (stream)";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205528/23635ed0-cc2f-4cbd-823f-d39f670a43a9.jpg";"swimplaces:2846";"";"";"";"";"";"Malý jez, kde se dá s dětmi vykoupat. Hloubka tak do pasu.";"No restaurant";"Not suitable for diving";"No entrance fee";"500 m";"";"Not suitable for nudists";"";""
"205529";"14.335055";"49.191433";"Hasičská nádrž";"Other";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205529/4c5e4476-6433-4537-9082-cc352dc4d9e7.jpg";"swimplaces:2847";"";"";"";"";"";"Nádrž je celkem čistá. Od kraje k druhému se stupňuje hloubka. Je tam klid a moc lidí tam nechodí.";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205530";"14.1606313";"49.1602178";"Splav - Blanice";"River (stream)";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205530/073f3928-30c3-49ff-b39b-70507c5a14df.jpg";"swimplaces:2848";"";"";"";"";"";"Splav";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205531";"16.0671186";"50.5437903";"Rybníček Oskar";"Lake (pond)";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205531/5bb2081e-c567-4474-9c49-692a31f444db.jpg";"swimplaces:2849";"";"";"";"";"";"Malebný rybníček s dřevěným molem uprostřed lesa. Voda čistá a ledová.";"No restaurant";"Not suitable for diving";"No entrance fee";"1000 m +";"";"Not suitable for nudists";"";""
"205532";"17.685814";"49.419144";"Bahňák U Bystřice pod Hostýnem";"Lake (pond)";"1.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205532/72e0bead-1655-4d06-9e2c-373eb89148b2.jpg";"swimplaces:2850";"";"";"";"";"";"Škaredá voda.";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205533";"15.739608";"49.609806";"Dobré koupaliště";"Dam";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205533/b2f98bf4-ae45-4fe6-8019-8561277ed7f5.jpg";"swimplaces:2851";"";"";"";"";"";"Velmi hezké málo lidí a chemicky udržovaná voda";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205534";"18.363317";"49.598755";"Splav";"River (stream)";"4.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205534/b29fbcad-6214-4f47-a348-1b83c486c714.jpg";"swimplaces:2852";"";"";"";"";"";"Super voda, volejbalové hřiště, dobře se dá skákat.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205535";"18.0428016";"48.902393";"Trenčín - pláž na Ostrove";"River (stream)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205535/d7bc3c67-a7fd-430f-a5d3-7ddd9d313215.jpg";"swimplaces:2853";"";"";"";"";"";"Trenčín, Váh, Ostrov, pláž, bufet, beach volejbal, detské ihrisko, dračie lode.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205536";"18.043102";"48.8985739";"Trenčín - krytá plaváreň";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205536/36a2c3c0-3102-4a14-87c7-5a351d09a5da.jpg";"swimplaces:2854";"";"";"";"";"";"Trenčín - mestská krytá plaváreň, 25m bazén, detský bazén";"Restaurant on site";"Not suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205537";"13.6511135";"45.0646855";"Wild beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205537/130286de-8101-423b-b395-9634386c178b.jpg";"swimplaces:2855";"";"";"";"";"";"quite rocky, but with several paths which leads you right into the see, wonderful sunsets";"Restaurant on site";"Suitable for diving";"No entrance fee";"1000 m";"";"Not suitable for nudists";"";""
"205538";"19.8474669";"39.8222902";"lone rocky beach";"Sea";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205538/98ada9be-a807-4271-851a-04551b6044d6.jpg";"swimplaces:2856";"";"";"";"";"";"several places for laying between the rocks, surrounded by wild nature, good for spending whole day in this place, nice view to Albania mountains and big ships passing around to cont. Greece";"No restaurant";"Not suitable for diving";"No entrance fee";"1000 m +";"";"Not suitable for nudists";"";""
"205539";"13.1711805";"49.791509";"Hracholusky";"Dam";"4.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205539/a4f6ee89-e053-40d7-a423-0dd9c49eee73.jpg";"swimplaces:2857";"";"";"";"";"";"Pláž, občerstvení, skvělá dostupnost z Plzně";"Restaurant on site";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205540";"17.574099";"49.006393";"Vlčnov";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205540/8835be93-4de7-48ee-814c-5794de8947ca.jpg";"swimplaces:2858";"";"";"";"";"";"Místní hezké koupaliště, 2x srcha, šatny, občerstvení, volejbal.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205541";"17.121078";"49.858116";"vodní nádrž ";"Other";"1.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205541/dbf472ae-acd2-4b67-b789-c68c940aeb6f.jpg";"swimplaces:2859";"";"";"";"";"";"Neudržovaná především pro hasiče neplacený vstup okolo i dno betonové trávník okolo teče řeka oskava <br />
Koupání:Kalná voda ale vypouští se a nepouští z řeky Oskavy koupat se dá";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205542";"16.816191";"49.823906";"Dolní bušínov horní nádrž ";"Dam";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205542/ccb54fce-4a47-487a-a527-b6204873ecbc.jpg";"swimplaces:2860";"";"";"";"";"";"Křišťálově čistá voda, studenější voda, strmý vstup do vody kamennité dno velká hloubka molo na které se dá sednout budova ze které se dá skákat do vody výška budovy cca 5 metrů";"No restaurant";"Suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205543";"17.127455";"49.89069";"Přehrada Mostkov ";"Dam";"2.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205543/de068862-a388-47cf-8f2e-79c856a1c6c4.jpg";"swimplaces:2861";"";"";"";"";"";"Kachle, dále ve vodě bahno, ryby, kalnější voda. Poblíž restaurace, volnější vstup do vody, skákání ze stavidla.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205544";"17.789804";"47.977227";"Termálne kúpalisko Topoľníky";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205544/277624bd-54b5-4aaa-ae5c-95cb617426c7.jpg";"swimplaces:2862";"";"";"";"";"";"Rodinné kúpanie";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"205545";"14.565019";"50.993031";"Ostrovák";"Lake (pond)";"1.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205545/cabf7844-13c7-4224-8c8a-8405797ed1c1.jpg";"swimplaces:2863";"";"";"";"";"";"Rybník byl nedávno vypuštěn a opraven, tudíž zde nejsou žádné řasy. Voda není nijak chemicky upravená, takže kvalita není vysoká.";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205546";"14.2486453";"49.2519942";"nádrž";"Dam";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205546/9b2bd3c8-2ae7-42cb-8165-c2ffdf622272.jpg";"swimplaces:2864";"";"";"";"";"";"Je to hezká nádrž. Docela čistá. Na vykoupání a osvěžení stačí. Je to hned u silnice ale moc aut nejezdí. Jedna nádrže není vybetonována je z trávy.";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205547";"14.5394611";"48.9679914";"Lusný rybník";"Lake (pond)";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205547/b57bba1d-c122-466d-97e9-a103468e33b5.jpg";"swimplaces:2865";"";"";"";"";"";"Rybník";"No restaurant";"Suitable for diving";"No entrance fee";"1000 m +";"";"Not suitable for nudists";"";""
"205548";"15.766527";"49.317875";"Koupaliště Chlum ";"Swimming pool";"2.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205548/7d7b1734-b217-4bea-a039-b59a04c99b33.jpg";"swimplaces:2866";"";"";"";"";"";"Staré koupaliště, ryby, řasy, brouzdaliště, skluzavka.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205549";"17.656513";"49.115013";"Ořechovská přehrada";"Dam";"2.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205549/93b9de78-902e-4188-88e7-c8bc0128f846.jpg";"swimplaces:2867";"";"";"";"";"";"Dobrá voda,klid.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205550";"-1.0";"-1.0";"Koupaliště Turnov";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205550/e4695a4b-2f2b-458e-84fa-bc04b90cb7d2.jpg";"swimplaces:2868";"";"";"";"";"";"Hodně tobogánů krásně na odpočívání";"Restaurant on site";"Suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205551";"13.242028";"49.990683";"koupaliště Manětín";"Dam";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205551/image-1b56cd3b-4c32-45f8-9b7f-00c4be477b7b_l5pcywN.jpg";"swimplaces:2869";"";"";"";"";"";"Mělký koupák";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"205552";"14.089238";"49.122562";"Koupaliště napájené z řeky.";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205552/c56cb4a6-5161-4a00-8127-8c78c166f67f.jpg";"swimplaces:2870";"";"";"";"";"";"Beton, občerstvení, kemp";"Restaurant on site";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205553";"14.623524";"50.225403";"Bývalý přívoz";"River (stream)";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205553/18169722-9d76-4bab-abd2-7c813ef0b756.jpg";"swimplaces:2871";"";"";"";"";"";"Pisek, pro zastavku na bruslich nebo na kole super. Kousek vedle betonoy placek";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205554";"17.945208";"49.123032";"Vlachovice";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205554/e341ffd2-cff0-40d8-bed0-de156a8402b9.jpg";"swimplaces:2872";"";"";"";"";"";"Bufet s napoji i jidlem vcetne zmrzlin, beachvolejball, moznost zapujceni plavacich potreb";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205555";"13.727694";"50.094135";"bazén";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205555/64c94119-38be-444f-bdde-0458e7063bdd.jpg";"swimplaces:2873";"";"";"";"";"";"Fajn menší bazén s tobogánem";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205556";"18.950844";"42.200523";"Luchice";"Quarry";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205556/0a38208a-350f-4c5c-ad35-5fb011892482.jpg";"swimplaces:2874";"";"";"";"";"";"Sand beach";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"205557";"12.9489326";"49.9586197";"šténská";"Lake (pond)";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205557/4a0d7b87-33c1-4660-ab62-cfd5b5b7ce1c.jpg";"swimplaces:2875";"";"";"";"";"";"přírodní jezero";"No restaurant";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205558";"18.1125015";"48.962728";"Ingrid";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205558/1c2c1152-f840-44da-b4f7-7139e1a071ae.jpg";"swimplaces:2876";"";"";"";"";"";"Letná plaváreň, vačši bazén so šmykľavkou a divokou vodou. Menší bazén pre malé deti (voda po kolena)";"Restaurant on site";"Not suitable for diving";"Entrance fee";"100 m";"";"Not suitable for nudists";"";""
"205559";"12.583037";"50.15026";"Dasnický lom";"Quarry";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205559/9bb0bb53-801d-4507-b1fc-3fcc4c952779.jpg";"swimplaces:2877";"";"";"";"";"";"Špatný přístup do vody, žádná pláž je tu ale krásná čistá voda :)";"No restaurant";"Suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"205560";"12.583037";"50.15026";"Dasnický lom";"Quarry";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/205560/6ea897d8-64ec-42fe-9db3-632db7c8ee4c.jpg";"swimplaces:2878";"";"";"";"";"";"Špatný přístup do vody, žádná pláž je tu ale krásná čistá voda :)";"No restaurant";"Suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
